Dropped_Feature
Entity_Japan
Entity_Mauritius
Entity_Australia
Entity_United Kingdom
Entity_Equatorial Guinea
Entity_Papua New Guinea
Entity_Reunion
Entity_Western Africa (BP)
Code_DNK
Code_SYR
Code_SUR
Code_MLI
Code_BIH
Entity_Luxembourg
Entity_Rwanda
Entity_Lower-middle-income countries
Entity_OECD (Ember)
Code_UZB
Entity_Bolivia
Entity_Philippines
Entity_Cuba
Code_NGA
Code_MRT
Code_ROU
Entity_G7 (Ember)
Code_IRQ
Entity_Argentina
Entity_Vanuatu
Code_MDA
Entity_Nigeria
Entity_Azerbaijan
Entity_CIS (BP)
Entity_French Polynesia
Entity_Saint Vincent and the Grenadines
Code_VNM
Code_PAK
Entity_Dominica
Code_IND
Entity_Guadeloupe
Entity_Mali
Entity_Senegal
Entity_Russia
Entity_Spain
Code_AZE
Code_YEM
Code_ITA
Entity_Lithuania
Code_TCD
Code_TGO
Code_OWID_KOS
Entity_Cook Islands
Code_PSE
Code_HND
Code_BFA
Code_SEN
Entity_Burkina Faso
Entity_Vietnam
Code_THA
Entity_Asia
Entity_Honduras
Entity_World
Entity_Portugal
Entity_Romania
Entity_Montenegro
Entity_Cambodia
Entity_High-income countries
Code_TUR
Entity_Mauritania
Code_FRO
Code_MUS
Code_NIC
Entity_Turkey
Entity_Armenia
Code_JAM
Code_CIV
Code_RUS
Entity_European Union (27) (Ember)
Code_HTI
Entity_Kosovo
Entity_Tonga
Entity_North America (Ember)
Entity_Oceania (Ember)
Code_MEX
Code_MKD
Entity_Greece
Entity_Moldova
Entity_North America
Entity_European Union (27)
Code_ESP
Code_SVN
Code_TON
Entity_Kazakhstan
Code_RWA
Entity_Palestine
Code_FRA
Code_FIN
Entity_Jamaica
Entity_Egypt
Entity_Asia (Ember)
Entity_North America (BP)
Code_OWID_WRL
Entity_Malaysia
Entity_France
Entity_Serbia
Code_ARG
Entity_South Sudan
Code_BOL
Code_VCT
Entity_Ireland
Entity_Africa (BP)
Code_GUY
Entity_Dominican Republic
Code_USA
Entity_Togo
Entity_China
Code_MAR
Code_PNG
Entity_Liberia
Entity_Haiti
Code_DMA
Entity_Cote d'Ivoire
Entity_Guyana
Code_EGY
Code_IDN
Entity_Bulgaria
Entity_Germany
Code_GLP
Code_SLE
Entity_Chad
Entity_Samoa
Entity_Gabon
Entity_Indonesia
Entity_Europe (BP)
Entity_United States
Entity_OECD (BP)
Code_PRT
Entity_India
Entity_Upper-middle-income countries
Entity_Syria
Code_AUS
Code_LTU
Code_CUB
Code_WSM
Code_CPV
Entity_Jordan
Code_KAZ
Entity_Europe (Ember)
Entity_Mexico
Code_MDG
Code_KHM
Code_VUT
Code_DOM
Entity_Uzbekistan
Entity_Madagascar
Entity_Morocco
Entity_Faeroe Islands
Code_IRL
Entity_Falkland Islands
Code_MTQ
Code_LUX
Entity_Yemen
Code_MNE
Code_STP
Entity_Martinique
Entity_North Macedonia
Code_PHL
Entity_Cape Verde
Entity_Slovakia
Entity_Oceania
Entity_Non-OECD (BP)
Code_LBR
Entity_Sao Tome and Principe
Code_ARM
Code_GBR
Code_LBN
Entity_New Caledonia
Code_GAB
Entity_Nicaragua
Code_PYF
Entity_Asia Pacific (BP)
Code_SSD
Entity_Low-income countries
Entity_Estonia
Code_REU
Code_DEU
Entity_Thailand
Code_EST
Entity_Italy
Entity_Suriname
Code_JOR
Entity_Bosnia and Herzegovina
Code_SVK
Entity_Lebanon
Entity_Europe
Entity_Pakistan
Entity_Finland
Entity_Africa (Ember)
Code_FLK
Entity_Western Sahara
Entity_Africa
Code_CHN
Code_GNQ
Code_JPN
Entity_Aruba
Code_GRC
Entity_Iraq
Code_ESH
Code_NCL
Code_BGR
Code_SRB
Entity_Sierra Leone
Entity_Slovenia
Entity_G20 (Ember)
Code_COK
Entity_Denmark
Code_MYS
