Dropped_Feature
Entity_Japan
Entity_USSR
Entity_Australia
Entity_Western Africa (BP)
Code_OWID_USS
Entity_Lower-middle-income countries
Code_UZB
Entity_Philippines
Code_ROU
Entity_Argentina
Entity_Azerbaijan
Entity_CIS (BP)
Code_VNM
Code_PAK
Code_IND
Entity_Russia
Entity_Spain
Code_AZE
Code_ITA
Entity_Vietnam
Code_THA
Entity_Asia
Entity_Portugal
Entity_Romania
Entity_World
Entity_High-income countries
Code_TUR
Entity_Turkey
Code_RUS
Code_MEX
Code_MKD
Entity_Greece
Entity_North America
Entity_European Union (27)
Code_ESP
Code_SVN
Entity_Kazakhstan
Code_FRA
Code_FIN
Entity_Egypt
Entity_North America (BP)
Entity_Malaysia
Code_ARG
Entity_France
Code_OWID_WRL
Code_TWN
Entity_Africa (BP)
Code_USA
Entity_China
Code_MAR
Year
Code_EGY
Entity_Bulgaria
Entity_Europe (BP)
Entity_United States
Entity_OECD (BP)
Code_PRT
Entity_India
Entity_Upper-middle-income countries
Code_AUS
Code_KAZ
Entity_Mexico
Entity_Uzbekistan
Entity_Morocco
Entity_North Macedonia
Code_PHL
Entity_Non-OECD (BP)
Entity_Oceania
Entity_Slovakia
Entity_Asia Pacific (BP)
Entity_Taiwan
Entity_Italy
Entity_Thailand
Code_SVK
Entity_Europe
Entity_Pakistan
Entity_Finland
Code_CHN
Code_JPN
Code_GRC
Code_BGR
Entity_Slovenia
Code_MYS
